"","uniqueID","gender","firstCount","lastCount","midCount","allCount","firstCount15","lastCount15","midCount15","allCount15"
"7","Aad van der Lugt","male",0,0,5,5,0,0,5,5
"12","Aadil Shaukat","male",0,0,1,1,0,0,1,1
"13","Aaf F M Kuijper","male",0,0,1,1,0,0,0,0
"14","Aage Tverdal","male",1,0,1,2,0,0,1,1
"16","Aagje Nijveld","female",0,0,1,1,0,0,0,0
"17","Aaisha Opel","female",0,0,1,1,0,0,0,0
"18","Aakriti Gupta","female",1,0,1,2,1,0,1,2
"20","Aalap Chokshi","unknown",1,0,0,1,1,0,0,1
"21","Aamer H Jamali","male",0,0,1,1,0,0,0,0
"22","Aamir Ali","male",0,0,2,2,0,0,2,2
"23","Aamir S Shah","male",0,1,2,3,0,0,0,0
"24","Aamir Javaid","male",1,0,0,1,0,0,0,0
"28","Aanand D Naik","male",1,2,0,3,0,2,0,2
"31","Aanchal Pahuja","female",0,0,1,1,0,0,1,1
"32","Aapo L Aro","male",4,1,2,7,3,0,1,4
"36","Aapo Lehtonen","male",0,0,2,2,0,0,0,0
"41","Aarif Khakoo","male",0,0,1,1,0,0,1,1
"42","Aarno Palotie","unknown",0,0,1,1,0,0,1,1
"43","Aaron R Folsom","male",7,10,38,55,2,2,14,18
"44","Aaron K Blumkin","male",0,0,1,1,0,0,0,0
"45","Aaron K Wong","male",1,0,2,3,0,0,0,0
"46","Aaron D Goldberg","male",2,0,13,15,1,0,0,1
"47","Aaron S Kelly","male",1,0,3,4,1,0,2,3
"48","Aaron L Hendler","male",0,0,2,2,0,0,0,0
"51","Aaron D Kugelmass","male",2,0,7,9,0,0,2,2
"52","Aaron Burg","male",0,0,2,2,0,0,0,0
"53","Aaron L Baggish","male",5,2,17,24,4,2,11,17
"54","Aaron B Baker","male",1,0,2,3,1,0,1,2
"55","Aaron S Blom","male",1,0,1,2,0,0,0,0
"58","Aaron J Peace","male",0,0,1,1,0,0,1,1
"59","Aaron B Waxman","male",1,0,4,5,1,0,2,3
"63","Aaron Doverspike","male",0,0,2,2,0,0,0,0
"65","Aaron Held","male",0,0,1,1,0,0,1,1
"67","Aaron T Lada","male",0,0,1,1,0,0,0,0
"70","Aaron W Aday","male",2,0,0,2,2,0,0,2
"72","Aaron J Bell","male",0,2,5,7,0,1,1,2
"75","Aaron Kupin","male",0,0,1,1,0,0,1,1
"77","Aaron Fenster","male",0,0,1,1,0,0,0,0
"78","Aaron D Berman","male",2,0,7,9,0,0,0,0
"85","Aaron Donoghue","male",0,0,1,1,0,0,0,0
"87","Aaron Grantham","male",0,0,1,1,0,0,0,0
"93","Aaron K Olson","male",0,0,1,1,0,0,0,0
"96","Aaron K Aragaki","male",0,0,2,2,0,0,1,1
"98","Aaron M Ranasinghe","male",3,1,2,6,0,1,2,3
"105","Aaron T Place","male",0,0,1,1,0,0,1,1
"111","Aaron M Patton","male",0,0,1,1,0,0,0,0
"112","Aaron Rosenfeld","male",0,0,1,1,0,0,1,1
"115","Aaron W Trammell","male",0,0,2,2,0,0,2,2
"117","Aaron Ciechanover","male",0,0,1,1,0,0,0,0
"119","Aaron D Aguirre","male",0,0,2,2,0,0,2,2
"121","Aaron M Anderson","male",0,0,1,1,0,0,1,1
"124","Aaron L Sverdlov","male",2,0,0,2,1,0,0,1
"125","Aaron Levit","male",0,0,1,1,0,0,1,1
"131","Aaron Winterstern","male",0,0,2,2,0,0,1,1
"132","Aaron DeWitt","male",0,0,1,1,0,0,1,1
"146","Aaron G Sheldon","male",0,0,1,1,0,0,0,0
"153","Aaron Satran","male",1,0,1,2,0,0,0,0
"154","Aaron V Kaplan","male",2,5,0,7,0,0,0,0
"157","Aaron P Kithcart","male",1,0,3,4,1,0,3,4
"158","Aaron M From","male",2,0,1,3,1,0,1,2
"160","Aaron Loyd","male",0,0,1,1,0,0,0,0
"173","Aaron Weaver","male",0,0,1,1,0,0,0,0
"176","Aaron Teitelbaum","male",0,0,1,1,0,0,0,0
"178","Aaron S Dumont","male",0,0,2,2,0,0,0,0
"182","Aaron van Donkelaar","male",0,0,1,1,0,0,1,1
"189","Aaron E Cozen","male",1,0,0,1,0,0,0,0
"190","Aaron Lubetsky","male",0,0,1,1,0,0,0,0
"194","Aaron I Vinik","male",1,1,0,2,0,0,0,0
"198","Aaron Isaacs","male",0,0,3,3,0,0,1,1
"214","Aaron Tward","male",1,0,0,1,0,0,0,0
"217","Aaron S Kesselheim","male",0,1,0,1,0,1,0,1
"218","Aaron S Eisman","male",0,0,1,1,0,0,1,1
"227","Aaron Schneeberger","male",0,0,1,1,0,0,0,0
"242","Aaron Kelkhoff","male",0,0,1,1,0,0,1,1
"254","Aart Brutel de la Rivi??re","male",0,0,4,4,0,0,0,0
"257","Aart J Nederveen","male",0,0,5,5,0,0,5,5
"262","Aart Osinski","male",0,0,1,1,0,0,1,1
"263","Aart H Schene","male",0,0,1,1,0,0,0,0
"264","Aart Brutel de la Riviere","male",0,0,1,1,0,0,0,0
"266","Aarti Asnani","female",0,0,1,1,0,0,0,0
"267","Aarti Hejmadi Bhat","female",1,0,2,3,0,0,0,0
"268","Aarti Surti","female",0,0,2,2,0,0,1,1
"269","Aarti V Shah","female",0,0,1,1,0,0,1,1
"270","Aarti Hejmadi","female",0,0,1,1,0,0,0,0
"274","Aarush Manchanda","male",2,0,0,2,0,0,0,0
"276","Aase Wisten","female",0,0,1,1,0,0,0,0
"277","Aase Handberg","female",1,0,0,1,0,0,0,0
"278","Aashrayata Aryal Pandit","unknown",0,0,1,1,0,0,1,1
"279","Abas Randjgari","male",0,0,1,1,0,0,1,1
"280","Abass Alavi","male",0,0,1,1,0,0,1,1
"281","Abba Malina","male",0,0,1,1,0,0,1,1
"282","Abbas Dehghan","male",1,0,8,9,1,0,6,7
"284","Abbas Zaidi","male",3,0,5,8,3,0,5,8
"286","Abbas Shojaee","male",0,0,1,1,0,0,1,1
"291","Abbas Ali Qayyum","male",0,0,1,1,0,0,1,1
"294","Abbas Rashid","male",0,0,1,1,0,0,0,0
"297","Abbas Ardehali","male",0,1,1,2,0,0,0,0
"304","Abbasin Zegard","unknown",0,0,1,1,0,0,1,1
"305","Abbey Schepers","female",0,0,2,2,0,0,0,0
"307","Abby C King","female",1,0,2,3,0,0,0,0
"309","Abby L Cange","female",0,0,1,1,0,0,1,1
"310","Abby G Ershow","female",0,0,3,3,0,0,2,2
"314","Abdalla A Elagha","male",3,0,0,3,3,0,0,3
"331","Abdeddahir Mousannif","unknown",0,0,1,1,0,0,1,1
"332","Abdeddayem Haggui","male",0,0,1,1,0,0,0,0
"333","Abdel Brahimi","male",0,0,1,1,0,0,1,1
"334","Abdel Elkahloun","male",0,0,1,1,0,0,0,0
"335","Abdel Jamil Tajik","male",0,0,1,1,0,0,0,0
"336","Abdel Rhaoui","male",0,0,1,1,0,0,0,0
"337","Abdel Douiri","male",1,0,0,1,1,0,0,1
"338","Abdel-Rauf Zeina","male",1,0,0,1,0,0,0,0
"339","Abdelaziz Sefiani","male",0,0,1,1,0,0,1,1
"340","Abdelaziz Benaiche","male",0,0,2,2,0,0,0,0
"342","Abdelhamed Abdelhamed","male",0,0,1,1,0,0,1,1
"343","Abdelkarim Sabri","male",0,1,2,3,0,1,0,1
"346","Abdellaziz Dahou","unknown",0,0,4,4,0,0,4,4
"350","Abdelmohsen Al-Hashim","unknown",0,0,1,1,0,0,1,1
"351","Abdelnaby Khalyfa","unknown",0,0,1,1,0,0,1,1
"352","Abdelouahid Tajar","unknown",0,0,1,1,0,0,1,1
"353","Abdelrahim Asfour","male",0,0,1,1,0,0,0,0
"354","Abdenasser Bardai","unknown",0,0,1,1,0,0,1,1
"355","Abdennasser Bardai","unknown",2,0,5,7,2,0,3,5
"362","Abderrahim Nemmar","male",2,0,0,2,0,0,0,0
"364","Abderrahim Oulhaj","male",0,0,1,1,0,0,0,0
"365","Abdeslam Chagraoui","male",0,0,2,2,0,0,0,0
"367","Abdhul-Hakam Al-Khalidi","male",0,0,1,1,0,0,0,0
"368","Abdi Rasekh","male",0,0,1,1,0,0,0,0
"369","Abdissa Negassa","unknown",0,0,1,1,0,0,0,0
"370","Abdolrahim Ghasemi","unknown",0,0,1,1,0,0,1,1
"371","Abdonas Tamosiunas","unknown",0,0,1,1,0,0,1,1
"372","Abdou Elhendy","male",5,0,11,16,0,0,0,0
"388","Abdualla Alsefaou","unknown",0,0,1,1,0,0,0,0
"389","Abdul Jamil Tajik","male",0,79,77,156,0,3,0,3
"391","Abdul Rashid","male",0,0,1,1,0,0,1,1
"392","Abdul M Baru","male",0,0,1,1,0,0,1,1
"397","Abdul Momen","male",0,0,3,3,0,0,2,2
"400","Abdul Hakeem","male",2,0,2,4,1,0,2,3
"402","Abdul R Maher","male",1,0,1,2,0,0,0,0
"414","Abdul M Hamid","male",0,0,1,1,0,0,0,0
"415","Abdul Mansoor","male",0,0,2,2,0,0,0,0
"465","Abdul Al-Hesayen","male",2,0,1,3,0,0,1,1
"470","Abdul-Karim M El-Hage-Sleiman","male",0,0,1,1,0,0,1,1
"472","Abdul Shokor Parwani","male",1,0,0,1,0,0,0,0
"473","Abdul Rasheed Mohammed Haneefa","male",0,0,1,1,0,0,0,0
"482","Abdul R Halabi","male",0,0,1,1,0,0,0,0
"484","Abdul Moiz Hafiz","male",0,0,1,1,0,0,1,1
"533","Abdul-Rahman R Abdel-Karim","male",0,0,1,1,0,0,1,1
"536","Abdul Al Mawiri","male",0,0,1,1,0,0,1,1
"539","Abdul Jalil Rufaihah","male",0,0,1,1,0,0,1,1
"557","Abdul Tarabishy","male",0,0,1,1,0,0,1,1
"560","Abdul Alawwa","male",0,0,1,1,0,0,1,1
"571","Abdul M Ruknudin","male",0,0,1,1,0,0,0,0
"573","Abdulfatah Osman","unknown",0,0,1,1,0,0,0,0
"574","Abdulfattah Saidi","male",0,0,1,1,0,0,1,1
"575","Abdulhameed Aziz","unknown",1,0,0,1,0,0,0,0
"576","Abdulkareem Alkahtani","female",0,0,1,1,0,0,0,0
"577","Abdulla M Abdulla","male",2,1,3,6,0,0,0,0
"583","Abdullah A Alghamdi","male",0,0,1,1,0,0,0,0
"584","Abdullah Alwahdani","male",0,0,1,1,0,0,0,0
"585","Abdullah Al Mamun","male",1,0,1,2,0,0,0,0
"586","Abdullah Al Ali","male",1,0,1,2,1,0,0,1
"587","Abdullah Dogan","male",0,0,2,2,0,0,1,1
"588","Abdullah Omari","male",0,0,2,2,0,0,2,2
"591","Abdullah Kaplan","male",0,0,1,1,0,0,1,1
"594","Abdullah Kaya","male",0,0,1,1,0,0,1,1
"595","Abdullah A Mamun","male",1,0,0,1,0,0,0,0
"596","Abdulmajeed Al-Otay","male",0,0,1,1,0,0,0,0
"597","Abdulmoneim ElDali","unknown",0,0,1,1,0,0,0,0
"598","Abdulrahman M Abdulbaki","male",0,0,1,1,0,0,1,1
"599","Abdur R Khan","male",1,0,3,4,1,0,1,2
"603","Abdurrahman Oguzhan","male",0,0,1,1,0,0,0,0
"604","Abdurrahman Kale","male",0,0,1,1,0,0,1,1
"605","Abdus Saleem","male",0,1,0,1,0,0,0,0
"606","Abed Janoudi","male",1,0,0,1,1,0,0,1
"607","Abeel A Mangi","male",0,0,2,2,0,0,0,0
"609","Abeer I Hamdy","female",1,0,0,1,1,0,0,1
"610","Abeer Suleiman","female",0,0,2,2,0,0,0,0
"611","Abeer Abu-Zeitone","female",1,0,1,2,1,0,1,2
"614","Abel Romero-Corral","male",3,1,4,8,0,1,1,2
"616","Abel N Kho","male",0,0,2,2,0,0,2,2
"617","Abel Thijs","male",0,0,2,2,0,0,1,1
"618","Abel E Moreyra","male",1,1,1,3,0,0,0,0
"623","Abel Martin-Garrido","male",0,0,1,1,0,0,1,1
"630","Abelardo Martinez-Rumayor","male",0,0,2,2,0,0,0,0
"632","Abelardo Martinez","male",0,0,1,1,0,0,0,0
"633","Abhay Divekar","male",1,0,0,1,0,0,0,0
"634","Abhay R Satoskar","male",0,0,1,1,0,0,0,0
"635","Abhijeet Singh","male",0,0,1,1,0,0,1,1
"636","Abhijit Dasgupta","male",0,0,1,1,0,0,0,0
"637","Abhijit Basu","male",0,0,1,1,0,0,0,0
"638","Abhijit Sen","male",0,0,1,1,0,0,1,1
"639","Abhijit De","male",0,0,1,1,0,0,0,0
"640","Abhimanyu Uberoi","male",1,0,0,1,1,0,0,1
"641","Abhinav Goyal","male",5,0,2,7,1,0,2,3
"642","Abhinav Diwan","male",3,1,5,9,0,1,0,1
"647","Abhinav B Mehta","male",0,0,3,3,0,0,3,3
"660","Abhiram Prasad","male",9,7,14,30,0,4,1,5
"690","Abhishek J Deshmukh","male",2,0,9,11,2,0,9,11
"692","Abhishek C Sawant","male",0,0,1,1,0,0,1,1
"694","Abhishek Sundaram","male",0,0,1,1,0,0,1,1
"696","Abhishek Singh","male",1,0,0,1,1,0,0,1
"698","Abhishek Joshi","male",0,0,1,1,0,0,1,1
"699","Abhishek Shukla","male",0,0,1,1,0,0,1,1
"700","Abhishek Sharma","male",0,1,0,1,0,1,0,1
"704","Abhishek Chaturvedi","male",0,0,1,1,0,0,1,1
"705","Abhishek Mewada","male",0,0,1,1,0,0,1,1
"709","Abhvinav Diwan","unknown",0,0,1,1,0,0,0,0
"710","Abid Assali","male",0,0,4,4,0,0,1,1
"714","Abigail S Lowry","female",0,0,4,4,0,0,0,0
"715","Abigail Fraser","female",2,0,2,4,1,0,1,2
"717","Abigail M Garner","female",0,0,1,1,0,0,1,1
"718","Abigail Wynne","female",0,0,1,1,0,0,0,0
"720","Abigail Stickford","female",0,0,1,1,0,0,1,1
"722","Abigail May Khan","female",1,0,1,2,1,0,1,2
"726","Abigail L Fowden","female",0,0,1,1,0,0,0,0
"728","Abigail Schwartz","female",0,0,1,1,0,0,0,0
"729","Abigail Swillens","female",0,0,1,1,0,0,0,0
"730","Abiola J Oki","female",0,0,1,1,0,0,1,1
"731","Abir O Kannan","female",0,0,1,1,0,0,0,0
"732","Abirami Veluchamy","female",0,0,1,1,0,0,1,1
"733","Ablajan Mahmut","unknown",1,0,2,3,1,0,2,3
"736","Abner Mhashilkar","male",0,0,1,1,0,0,0,0
"737","Abolfazl Asadi","male",0,0,1,1,0,0,0,0
"738","Aboli A Rane","unknown",1,0,0,1,1,0,0,1
"739","Abou Diallo","male",0,0,1,1,0,0,1,1
"740","Abraham K Gebre","male",0,0,1,1,0,0,1,1
"741","Abraham Caspi","male",0,0,4,4,0,0,1,1
"742","Abraham Wagshal","male",0,0,1,1,0,0,0,0
"745","Abraham Noordergraaf","male",0,1,0,1,0,0,0,0
"746","Abraham A Kroon","male",1,0,8,9,0,0,4,4
"747","Abraham Aviv","male",0,3,0,3,0,0,0,0
"750","Abraham Haddad","male",0,0,1,1,0,0,0,0
"754","Abraham Thomas","male",0,0,1,1,0,0,1,1
"755","Abraham Flaxman","male",0,0,1,1,0,0,1,1
"756","Abraham Benatar","male",0,0,1,1,0,0,0,0
"758","Abraham R Tzafriri","male",1,0,3,4,1,0,1,2
"760","Abraham Danon","male",0,1,0,1,0,0,0,0
"764","Abraham Rothman","male",0,0,1,1,0,0,0,0
"769","Abram C Rabinowitz","male",0,0,1,1,0,0,0,0
"770","Abrar Shah","female",0,0,1,1,0,0,0,0
"771","Abu S M Shamsuzzaman","male",3,0,5,8,0,0,0,0
"772","Abu S Shamsuzzaman","male",0,0,2,2,0,0,0,0
"781","Abudukadier Kaisaier","unknown",0,0,1,1,0,0,0,0
"782","Achi Ludomirsky","male",0,1,0,1,0,0,0,0
"783","Achiahu Ludomirsky","unknown",0,1,0,1,0,0,0,0
"784","Achille C Pessina","male",0,10,7,17,0,0,0,0
"789","Achille Venco","male",0,2,1,3,0,0,0,0
"791","Achille Bravi","male",0,0,1,1,0,0,0,0
"796","Achille P Caputi","male",0,0,1,1,0,0,0,0
"797","Achille Gaspardone","male",0,0,2,2,0,0,0,0
"803","Achille Anselmo","male",0,0,1,1,0,0,0,0
"805","Achille Kouatchet","male",0,0,1,1,0,0,1,1
"808","Achille Mileto","male",1,0,0,1,0,0,0,0
"811","Achilles Alon","male",0,0,2,2,0,0,2,2
"813","Achillieas N Pitsillides","unknown",0,0,1,1,0,0,1,1
"814","Achim Heinecke","male",0,0,3,3,0,0,0,0
"815","Achim Koch","male",0,0,1,1,0,0,1,1
"816","Achim Pfosser","male",0,0,1,1,0,0,0,0
"817","Achim M Vogt","male",8,1,6,15,0,0,0,0
"823","Achim Neufang","male",0,0,1,1,0,0,0,0
"825","Achim Barmeyer","male",1,0,2,3,0,0,1,1
"830","Achim Degen","male",0,0,1,1,0,0,1,1
"831","Achim H Lauruschkat","male",1,0,0,1,0,0,0,0
"833","Achim Seeger","male",0,0,1,1,0,0,0,0
"836","Achim Joerres","male",0,0,1,1,0,0,0,0
"842","Achint A Patel","male",0,0,2,2,0,0,2,2
"844","Achuta Guddati","unknown",0,0,1,1,0,0,1,1
"845","Achyut Sarkar","male",1,0,0,1,1,0,0,1
"846","Ad J J C Bogers","male",0,5,28,33,0,0,13,13
"855","Ad F M van den Heuvel","male",4,0,2,6,0,0,1,1
"870","Ad J van Boven","male",0,0,3,3,0,0,0,0
"883","Ad J Boven van","male",0,0,1,1,0,0,0,0
"893","Ada W Y Chung","female",1,0,0,1,0,0,0,0
"894","Ada C Stefanescu Schmidt","female",2,0,1,3,2,0,1,3
"895","Ada H Y Yuen","female",0,0,1,1,0,0,0,0
"898","Ada Yukht","female",0,0,2,2,0,0,1,1
"899","Ada Cutolo","female",0,0,1,1,0,0,1,1
"901","Adaani E Frost","unknown",0,0,9,9,0,0,2,2
"911","Adalberto Grossi","male",0,0,1,1,0,0,0,0
"912","Adalberto Arceo-Navarro","male",0,1,0,1,0,0,0,0
"913","Adalena Tsatsopoulou","unknown",0,1,2,3,0,1,1,2
"916","Adam S Greenstein","male",1,0,1,2,0,0,1,1
"917","Adam P Bress","male",2,0,2,4,2,0,2,4
"918","Adam A Szpiro","male",0,0,1,1,0,0,1,1
"919","Adam C Scott","male",3,0,0,3,0,0,0,0
"920","Adam C Salisbury","male",1,0,3,4,1,0,2,3
"921","Adam R Shapira","male",1,0,2,3,0,0,0,0
"922","Adam J de Belder","male",1,0,5,6,1,0,2,3
"924","Adam D Timmis","male",8,13,17,38,1,1,12,14
"925","Adam Mauskapf","male",0,0,3,3,0,0,3,3
"926","Adam J Ciarleglio","male",0,0,1,1,0,0,1,1
"927","Adam J Saltzman","male",0,0,1,1,0,0,1,1
"928","Adam D Elkin","male",0,1,0,1,0,0,0,0
"929","Adam Torbicki","male",3,6,16,25,0,3,9,12
"930","Adam G Rokita","male",1,0,3,4,1,0,2,3
"931","Adam S Fein","male",2,0,0,2,1,0,0,1
"932","Adam Szewczyk","male",0,0,1,1,0,0,1,1
"934","Adam X Maihofer","male",0,0,1,1,0,0,1,1
"935","Adam M Bernstein","male",1,0,3,4,0,0,2,2
"941","Adam Groothuis","male",0,0,5,5,0,0,2,2
"943","Adam M Brickman","male",0,0,2,2,0,0,2,2
"945","Adam D DeVore","male",1,0,2,3,1,0,2,3
"946","Adam Taleb","male",0,0,2,2,0,0,2,2
"948","Adam W Cates","male",0,0,1,1,0,0,0,0
"951","Adam Hulman","male",0,0,1,1,0,0,1,1
"953","Adam S Grimaldi","male",0,0,2,2,0,0,1,1
"956","Adam M Mills","male",0,0,1,1,0,0,1,1
"958","Adam J T Schuldt","male",0,0,2,2,0,0,1,1
"962","Adam H Skolnick","male",1,0,3,4,0,0,3,3
"963","Adam M Kinsey","male",0,0,1,1,0,0,1,1
"964","Adam R Williams","male",1,0,1,2,1,0,1,2
"965","Adam Witkowski","male",1,0,3,4,0,0,1,1
"966","Adam N Sinoway","male",0,0,1,1,0,0,0,0
"969","Adam Castano","male",0,0,1,1,0,0,1,1
"970","Adam Cuker","male",1,0,2,3,1,0,2,3
"971","Adam Rains","male",0,0,1,1,0,0,0,0
"973","Adam J Singer","male",0,1,1,2,0,0,1,1
"975","Adam Clarke","male",0,0,1,1,0,0,1,1
"976","Adam B Cohen","male",0,1,1,2,0,1,1,2
"977","Adam Greene","male",0,0,1,1,0,0,0,0
"978","Adam Angelilli","male",0,0,1,1,0,0,0,0
"980","Adam E Saltman","male",0,0,3,3,0,0,0,0
"981","Adam G Tab??k","male",0,0,2,2,0,0,2,2
"984","Adam M Zawada","male",0,0,2,2,0,0,1,1
"988","Adam Pleister","male",0,0,1,1,0,0,1,1
"989","Adam Rdzanek","male",0,0,1,1,0,0,1,1
"991","Adam C Straub","male",0,0,2,2,0,0,1,1
"992","Adam Cheng","male",0,0,1,1,0,0,0,0
"993","Adam Howard","male",0,0,1,1,0,0,0,0
"994","Adam L Dorfman","male",0,0,3,3,0,0,2,2
"995","Adam M Rogers","male",1,0,0,1,1,0,0,1
"996","Adam S Vaughan","male",0,0,1,1,0,0,1,1
"998","Adam E Mullick","male",0,0,2,2,0,0,1,1
"1002","Adam B Greenbaum","male",3,0,1,4,2,0,1,3
"1004","Adam Zermansky","male",0,0,1,1,0,0,1,1
"1007","Adam S Evans","male",0,0,1,1,0,0,1,1
"1008","Adam R Hansgen","male",0,0,1,1,0,0,0,0
"1010","Adam D Devore","male",0,1,1,2,0,0,1,1
"1011","Adam N Mather","male",0,0,1,1,0,0,1,1
"1014","Adam F M Stone","male",1,0,0,1,0,0,0,0
"1020","Adam S Helms","male",2,0,0,2,2,0,0,2
"1025","Adam Casta?±o","male",1,0,0,1,1,0,0,1
"1030","Adam Kilimnik","male",0,0,1,1,0,0,0,0
"1032","Adam M Jacoby","male",0,0,1,1,0,0,0,0
"1033","Adam S Butterworth","male",0,1,2,3,0,1,2,3
"1035","Adam J Nelson","male",0,0,2,2,0,0,2,2
"1041","Adam H Amsterdam","male",0,0,1,1,0,0,0,0
"1042","Adam J Lewandowski","male",2,0,1,3,2,0,1,3
"1045","Adam Hartley","male",1,0,0,1,1,0,0,1
"1047","Adam G Tabak","male",0,1,0,1,0,1,0,1
"1061","Adam Walker","male",0,0,1,1,0,0,1,1
"1064","Adam Frisch","male",0,0,1,1,0,0,1,1
"1065","Adam Pickard","male",0,0,1,1,0,0,0,0
"1066","Adam Byers","male",0,0,1,1,0,0,1,1
"1073","Adam J Shaywitz","male",0,0,1,1,0,0,1,1
"1076","Adam Fitzpatrick","male",0,0,1,1,0,0,0,0
"1079","Adam Speck","male",0,0,1,1,0,0,1,1
"1080","Adam Burns","male",0,0,1,1,0,0,1,1
"1081","Adam V Benjafield","male",0,0,1,1,0,0,1,1
"1084","Adam L Kruger","male",1,0,0,1,0,0,0,0
"1085","Adam Polis","male",0,0,1,1,0,0,0,0
"1092","Adam Redpath","male",0,0,1,1,0,0,0,0
"1100","Adam E Schussheim","male",0,0,1,1,0,0,0,0
"1105","Adam K McDiarmid","male",1,0,0,1,1,0,0,1
"1110","Adam Stein","male",0,0,1,1,0,0,0,0
"1112","Adam Mendizabal","male",0,0,2,2,0,0,2,2
"1115","Adam Quotb","male",0,0,1,1,0,0,1,1
"1118","Adam W Beck","male",1,0,0,1,1,0,0,1
"1129","Adaya Weissler-Snir","unknown",1,0,0,1,1,0,0,1
"1130","Addy J M van Miltenburg","female",0,0,2,2,0,0,1,1
"1132","Adebowale J Adeniran","male",0,0,1,1,0,0,1,1
"1133","Adedigbo A Fasanmade","unknown",0,0,1,1,0,0,0,0
"1134","Adeeba Akhtar","unknown",0,0,1,1,0,0,0,0
"1135","Adeel Sabir","male",0,0,1,1,0,0,0,0
"1136","Adeel A Butt","male",0,0,1,1,0,0,1,1
"1137","Adeel Safdar","male",0,0,1,1,0,0,1,1
"1138","Adeera Levin","unknown",0,3,0,3,0,0,0,0
"1141","Adekunle M Adesina","male",0,0,1,1,0,0,0,0
"1142","Adel K Younoszai","male",0,0,3,3,0,0,0,0
"1143","Adel H Allam","male",0,0,3,3,0,0,1,1
"1144","Adel R Rizkala","male",0,0,7,7,0,0,7,7
"1146","Adel Mandl","male",1,0,0,1,1,0,0,1
"1151","Adel Giaid","male",0,0,1,1,0,0,0,0
"1153","Adel Sakic","male",0,0,2,2,0,0,2,2
"1155","Adel Schwertani","male",0,0,1,1,0,0,1,1
"1160","Adela Rohnean","female",0,0,1,1,0,0,1,1
"1161","Adela Hruby","female",0,0,2,2,0,0,2,2
"1163","Adelaide Minnucci","female",0,0,1,1,0,0,0,0
"1164","Adelaide M Arruda-Olson","female",1,0,0,1,0,0,0,0
"1165","Adele Valentini","female",0,0,1,1,0,0,0,0
"1166","Adele Morganti","female",0,0,2,2,0,0,0,0
"1167","Adele F Xu","female",0,0,3,3,0,0,1,1
"1170","Adele Ferro","female",1,0,0,1,0,0,0,0
"1172","Adelheid Goerler","female",0,0,1,1,0,0,1,1
"1173","Adelina Doltra","female",0,0,2,2,0,0,2,2
"1174","Adelina Sergueeva","female",0,0,1,1,0,0,1,1
"1175","Adelina Curaj","female",0,0,2,2,0,0,1,1
"1178","Adeline Pezard","female",0,0,1,1,0,0,0,0
"1179","Adelino F Leite-Moreira","male",1,0,6,7,0,0,4,4
"1186","Adelita V Ranchor","female",0,0,4,4,0,0,1,1
"1190","Ademir B da Cunha","male",0,0,1,1,0,0,1,1
"1191","Ademola Abiose","male",0,1,0,1,0,1,0,1
"1192","Adenalva Lima de Souza Beck","unknown",0,0,1,1,0,0,1,1
"1193","Adenauer G Casali","unknown",0,0,1,1,0,0,1,1
"1194","Adeoye Y Olukotun","male",0,0,2,2,0,0,0,0
"1196","Adhir R Shroff","male",0,0,3,3,0,0,3,3
"1199","Adhiraj Chakrabarty","male",0,0,2,2,0,0,1,1
"1201","Adi Mor","male",1,0,0,1,0,0,0,0
"1202","Adi Zuloff-Shani","male",0,0,1,1,0,0,0,0
"1203","Adib Jatene","male",0,0,2,2,0,0,0,0
"1205","Adil A Yunis","male",0,0,1,1,0,0,1,1
"1206","Adil Rajwani","male",1,0,0,1,1,0,0,1
"1207","Adili Reheman","unknown",0,0,1,1,0,0,1,1
"1208","Adina S Weinerman","female",0,0,1,1,0,0,1,1
"1209","Adina Ionac","female",0,0,1,1,0,0,0,0
"1210","Adinarayana Andukuri","male",0,0,1,1,0,0,1,1
"1211","Adis Muslibegovic","male",0,0,2,2,0,0,0,0
"1213","Adisai Buakhamsri","male",1,0,1,2,0,0,0,0
"1215","Aditi Sapre","female",0,0,1,1,0,0,0,0
"1216","Aditi Mallick","female",0,0,1,1,0,0,1,1
"1217","Aditi Varthaman","female",0,0,1,1,0,0,0,0
"1218","Aditya Bhonsale","male",2,0,5,7,2,0,5,7
"1220","Aditya Vailaya","male",0,0,1,1,0,0,0,0
"1221","Aditya Jain","male",0,0,4,4,0,0,4,4
"1222","Aditya Kapoor","male",0,0,1,1,0,0,1,1
"1224","Aditya K Kaza","male",1,0,0,1,0,0,0,0
"1227","Aditya M Sharma","male",0,1,1,2,0,1,1,2
"1230","Aditya A Joshi","male",0,0,3,3,0,0,2,2
"1231","Aditya Mandawat","male",0,0,1,1,0,0,1,1
"1237","Aditya J Ullal","male",0,0,1,1,0,0,1,1
"1239","Adlane Zemmoura","male",0,0,1,1,0,0,1,1
"1240","Admir Dedic","male",1,0,3,4,1,0,3,4
"1244","Adnan Sadiq","male",0,0,3,3,0,0,3,3
"1245","Adnan Kastrati","male",4,48,57,109,0,12,17,29
"1249","Adnan I Qureshi","male",2,1,2,5,0,0,1,1
"1250","Adnan Bhutta","male",0,0,1,1,0,0,1,1
"1251","Adnan K Chhatriwalla","male",1,0,3,4,0,0,3,3
"1264","Adnan S Dajani","male",3,0,5,8,0,0,0,0
"1303","Adnan Abaci","male",1,1,0,2,0,1,0,1
"1306","Adnan Allaham","male",0,1,0,1,0,0,0,0
"1321","Adnan Bajwa","male",1,0,0,1,1,0,0,1
