"","uniqueID","gender","firstCount","lastCount","midCount","allCount","firstCount15","lastCount15","midCount15","allCount15"
"210075","Roberto Casula","male",0,0,2,2,0,0,1,1
"210084","Roberto Di Bartolomeo","male",0,1,4,5,0,0,3,3
"210086","Roberto De Ponti","male",2,0,2,4,1,0,0,1
"210088","Roberto Zayas Molina","male",0,0,1,1,0,0,0,0
"210095","Roberto Testa","male",0,1,1,2,0,0,0,0
"210099","Roberto Bassan","male",1,0,0,1,0,0,0,0
"210102","Roberto Minutolo","male",0,1,0,1,0,1,0,1
"210108","Roberto Sciagr? ","male",0,0,1,1,0,0,1,1
"210110","Roberto Adachi","male",0,0,1,1,0,0,1,1
"210113","Roberto Ciardo","male",0,0,2,2,0,0,0,0
"210116","Roberto Paino","male",0,0,1,1,0,0,0,0
"210122","Roberto Bernabei","male",0,1,1,2,0,0,1,1
"210123","Roberto Da Ros","male",0,0,2,2,0,0,0,0
"210128","Roberto Zulli","male",1,0,0,1,0,0,0,0
"210129","Roberto Aquilani","male",1,0,0,1,0,0,0,0
"210130","Roberto De Nardis","male",0,0,2,2,0,0,1,1
"210131","Roberto F E Pedretti","male",3,1,4,8,0,0,0,0
"210134","Roberto Torella","male",0,0,2,2,0,0,0,0
"210140","Roberto Cemin","male",0,0,2,2,0,0,1,1
"210148","Roberto Badagliacca","male",0,0,1,1,0,0,0,0
"210149","Roberto Maroldi","male",0,1,0,1,0,0,0,0
"210150","Roberto Wayhs","male",1,0,0,1,0,0,0,0
"210155","Roberto Chiesa","male",0,0,1,1,0,0,0,0
"210157","Roberto Formigari","male",0,0,2,2,0,0,0,0
"210159","Roberto Kalil","male",0,0,1,1,0,0,1,1
"210160","Roberto Patrizi","male",0,0,2,2,0,0,1,1
"210167","Roberto Patern??","male",0,0,1,1,0,0,0,0
"210176","Roberto Mu?±oz Aguilera","male",0,0,1,1,0,0,1,1
"210177","Roberto Candia","male",0,0,1,1,0,0,1,1
"210182","Roberto Zanini","male",0,0,1,1,0,0,0,0
"210185","Roberto Mu?±oz","male",0,0,1,1,0,0,0,0
"210192","Roberto Pola","male",1,0,2,3,0,0,0,0
"210201","Roberto Ceravolo","male",1,0,1,2,0,0,0,0
"210208","Roberto Gistri","male",0,0,3,3,0,0,0,0
"210212","Roberto Costa","male",0,0,1,1,0,0,0,0
"210216","Roberto Manfredini","male",0,0,1,1,0,0,0,0
"210219","Roberto Verlato","male",0,0,1,1,0,0,0,0
"210231","Roberto Kalil-Filho","male",0,0,2,2,0,0,0,0
"210232","Roberto Fiocchi","male",0,0,1,1,0,0,1,1
"210233","Roberto Carletti","male",0,0,1,1,0,0,0,0
"210235","Roberto J Cubeddu","male",0,0,2,2,0,0,0,0
"210236","Roberto Sorge","male",0,0,2,2,0,0,0,0
"210240","Roberto Esporcatte","male",0,0,1,1,0,0,0,0
"210248","Roberto Flore","male",0,0,1,1,0,0,1,1
"210253","Roberto Coppola","male",0,0,1,1,0,0,0,0
"210255","Roberto Besana","male",0,0,1,1,0,0,0,0
"210258","Roberto Sega","male",1,0,0,1,0,0,0,0
"210281","Roberto Concepci??n","male",0,0,1,1,0,0,0,0
"210284","Roberto A Corpus","male",1,0,0,1,0,0,0,0
"210288","Roberto Zamparelli","male",0,0,1,1,0,0,0,0
"210291","Roberto Lorenzoni","male",0,0,1,1,0,0,0,0
"210295","Roberto Pi?±eiro","male",0,0,1,1,0,0,0,0
"210297","Roberto Bellu","male",0,0,1,1,0,0,1,1
"210313","Roberto Garc?­a-Civera","male",0,0,1,1,0,0,1,1
"210319","Roberto Bassi","male",0,0,1,1,0,0,1,1
"210326","Roberto Puglia","male",0,0,1,1,0,0,1,1
"210333","Roberto Pirani","male",0,0,2,2,0,0,0,0
"210356","Roberto Tarducci","male",0,0,1,1,0,0,0,0
"210366","Roberto Gamarski","male",0,0,1,1,0,0,0,0
"210369","Roberto Papait","male",1,0,0,1,1,0,0,1
"210384","Roberto Ferraresi","male",1,0,0,1,0,0,0,0
"210388","Roberto Battellini","male",0,0,1,1,0,0,1,1
"210391","Roberto Mart?­n-Reyes","male",1,0,0,1,0,0,0,0
"210393","Roberto Travaglini","male",0,0,1,1,0,0,0,0
"210400","Roberto Dore","male",0,0,1,1,0,0,0,0
"210401","Roberto Macioce","male",0,0,1,1,0,0,0,0
"210403","Roberto Gallotti","male",0,1,0,1,0,0,0,0
"210406","Roberto Ghiselli","male",0,0,1,1,0,0,0,0
"210407","Roberto Pedrinelli","male",0,0,1,1,0,0,0,0
"210409","Robin S Roberts","male",10,31,59,100,0,0,3,3
"210411","Robin J Prescott","female",0,0,4,4,0,0,0,0
"210412","Robin L Davisson","female",0,0,2,2,0,0,0,0
"210414","Robin Conwit","female",0,0,2,2,0,0,2,2
"210417","Robin Young","female",0,0,4,4,0,0,4,4
"210418","Robin Mathews","female",2,0,1,3,2,0,1,3
"210419","Robin J Taylor","female",0,0,2,2,0,0,2,2
"210420","Robin P Choudhury","female",1,2,14,17,0,2,6,8
"210421","Robin Nijveldt","female",1,0,5,6,0,0,2,2
"210424","Robin M Shaw","female",0,0,2,2,0,0,0,0
"210425","Robin A P Weir","female",2,0,0,2,0,0,0,0
"210426","Robin H Heijmen","female",0,1,1,2,0,1,0,1
"210441","Robin Hemphill","female",0,0,3,3,0,0,1,1
"210442","Robin Tuytten","female",0,0,1,1,0,0,1,1
"210448","Robin P Peeters","female",0,1,1,2,0,1,1,2
"210451","Robin M T Cooke","female",0,0,4,4,0,0,0,0
"210457","Robin Kinsman","female",0,0,1,1,0,0,0,0
"210462","Robin Walker","female",0,1,0,1,0,0,0,0
"210464","Robin Ruthazer","female",0,0,2,2,0,0,2,2
"210470","Robin J Trupp","female",0,0,1,1,0,0,1,1
"210479","Robin H Chen","female",0,0,2,2,0,0,1,1
"210483","Robin McCune","female",0,0,1,1,0,0,0,0
"210484","Robin K Johnson","female",0,0,1,1,0,0,0,0
"210487","Robin Lemmens","female",0,0,1,1,0,0,0,0
"210489","Robin Boineau","female",0,0,4,4,0,0,4,4
"210498","Robin Anthony Patrick Weir","female",1,0,1,2,1,0,1,2
"210500","Robin Mogg","female",0,0,1,1,0,0,1,1
"210503","Robin Flinchbaugh","female",0,0,1,1,0,0,0,0
"210510","Robin E Buckingham","female",0,0,2,2,0,0,0,0
"210515","Robin L Brey","female",0,0,1,1,0,0,1,1
"210520","Robin H Steinhorn","female",0,0,3,3,0,0,2,2
"210524","Robin Green","female",0,0,1,1,0,0,0,0
"210529","Robin Schmidt-Haupt","female",0,0,1,1,0,0,1,1
"210531","Robin W Carrell","female",0,0,1,1,0,0,0,0
"210537","Robin Shandas","female",0,1,0,1,0,0,0,0
"210538","Robin P F Dullaart","female",0,1,1,2,0,0,0,0
"210548","Robin Sellar","female",0,0,1,1,0,0,0,0
"210549","Robin C Choudhury","female",0,0,1,1,0,0,1,1
"210553","Robin Haring","female",2,0,0,2,1,0,0,1
"210561","Robin Mukherjee","female",0,1,1,2,0,0,0,0
"210570","Robin Condliffe","female",0,0,2,2,0,0,2,2
"210571","Robin Brown","female",0,0,1,1,0,0,1,1
"210582","Robin Brittin","female",0,0,1,1,0,0,0,0
"210589","Robin K Ohls","female",0,0,1,1,0,0,1,1
"210602","Robin Ristl","female",0,0,1,1,0,0,1,1
"210607","Robina Matyal","female",0,0,1,1,0,0,1,1
"210608","Robinson Fulwood","male",0,0,1,1,0,0,0,0
"210609","Robinson Joannides","male",0,1,0,1,0,1,0,1
"210610","Roblee Allen","unknown",0,0,1,1,0,0,1,1
"210611","Robson Macedo","male",0,0,2,2,0,0,0,0
"210613","Roby Joehanes","male",0,0,2,2,0,0,2,2
"210615","Robyn J Barst","female",9,10,22,41,3,1,6,10
"210616","Robyn L McClelland","female",2,0,17,19,1,0,7,8
"210617","Robyn Otway","female",1,0,2,3,0,0,1,1
"210619","Robyn A Clark","female",1,0,3,4,1,0,0,1
"210622","Robyn J Tapp","female",1,0,3,4,0,0,0,0
"210673","Robyn Jackson","female",0,0,1,1,0,0,1,1
"210692","Rocchina Colucci","unknown",0,0,3,3,0,0,3,3
"210695","Rocco A Montone","male",2,0,3,5,2,0,1,3
"210697","Rocco Donato","male",1,0,1,2,0,0,0,0
"210698","Rocco Mongiardo","male",0,0,3,3,0,0,0,0
"210699","Rocco Salvatore Calabr??","male",0,0,3,3,0,0,1,1
"210700","Rocco Di Mascio","male",0,0,1,1,0,0,0,0
"210701","Rocco Sugamele","male",0,0,1,1,0,0,1,1
"210706","Rocco Antonio Montone","male",0,0,2,2,0,0,1,1
"210707","Rocco Schiavello","male",0,0,1,1,0,0,0,0
"210708","Rocco Vergallo","male",0,0,5,5,0,0,5,5
"210710","Rocco Cantore","male",0,0,1,1,0,0,0,0
"210712","Rocco Carella","male",0,0,2,2,0,0,1,1
"210713","Rocco La Gioia","male",0,0,1,1,0,0,0,0
"210715","Rocco Lagioia","male",0,0,2,2,0,0,0,0
"210718","Rocco Meduri","male",0,0,1,1,0,0,0,0
"210719","Rocco Romagnuolo","male",0,0,1,1,0,0,1,1
"210720","Rocco Ciocca","male",0,0,1,1,0,0,0,0
"210727","Roch Giorgi","male",0,0,8,8,0,0,2,2
"210735","Rochelle A Erger","female",0,0,1,1,0,0,0,0
"210736","Rocio Gonzalez-Conejero","female",0,0,1,1,0,0,0,0
"210737","Rocio Eiros","female",0,0,2,2,0,0,2,2
"210739","Rocky Buckham","male",0,0,1,1,0,0,0,0
"210740","Rod Jones","male",0,0,2,2,0,0,0,0
"210741","Rod Jackson","male",1,0,2,3,1,0,1,2
"210743","Rod S Passman","male",2,1,7,10,1,0,1,2
"210745","Rod Hayward","male",0,1,0,1,0,1,0,1
"210746","Rod S Taylor","male",1,2,0,3,1,2,0,3
"210747","Rod H Stables","male",0,1,3,4,0,0,2,2
"210749","Rod Hunt","male",0,0,1,1,0,0,0,0
"210764","Rod F King","male",0,0,1,1,0,0,0,0
"210765","Roda P Konadhode","female",0,0,1,1,0,0,1,1
"210766","Roddy Walsh","male",1,0,1,2,1,0,1,2
"210767","Roddy Carter","male",0,0,1,1,0,0,0,0
"210769","Rodel Leano","male",0,0,8,8,0,0,0,0
"210777","Roderic Guig??","male",0,0,1,1,0,0,1,1
"210778","Roderich Bender","unknown",0,0,1,1,0,0,1,1
"210779","Roderick Tung","male",4,0,4,8,2,0,1,3
"210780","Roderick T Bronson","male",0,0,3,3,0,0,1,1
"210781","Roderick V Jensen","male",0,0,2,2,0,0,0,0
"210783","Roderick P Martin","male",0,0,1,1,0,0,0,0
"210784","Roderick W C Scherptong","male",2,0,0,2,0,0,0,0
"210790","Roderick Chalmers","male",0,0,1,1,0,0,1,1
"210796","Roderik A Kraaijenhagen","male",0,1,2,3,0,1,1,2
"210799","Rodger Duffin","male",0,0,1,1,0,0,1,1
"210800","Rodica Pop-Busui","female",3,0,1,4,1,0,1,2
"210804","Rodney P Horton","male",0,0,14,14,0,0,10,10
"210805","Rodney A Hayward","male",1,2,4,7,0,1,0,1
"210806","Rodney H Falk","male",9,13,3,25,2,4,1,7
"210810","Rodney C Franklin","male",2,1,6,9,0,0,1,1
"210811","Rodney De Palma","male",1,1,1,3,1,1,0,2
"210812","Rodney H Stables","male",3,2,2,7,0,0,1,1
"210814","Rodney A Foale","male",4,9,20,33,0,0,3,3
"210816","Rodney W Salo","male",1,1,7,9,0,0,0,0
"210830","Rodney J Dilley","male",0,0,8,8,0,0,0,0
"210836","Rodney M Samuelson","male",0,0,1,1,0,0,0,0
"210843","Rodney W Hunt","male",0,0,1,1,0,0,1,1
"210860","Rodney S Bexton","male",4,1,4,9,0,0,0,0
"210862","Rodney Rhoades","male",0,0,1,1,0,0,0,0
"210865","Rodney E Kellems","male",0,1,2,3,0,0,1,1
"210871","Rodney M Camire","male",0,0,1,1,0,0,1,1
"210923","Rodney Willoughby","male",0,1,0,1,0,1,0,1
"210936","Rodolfo Staico","male",0,0,4,4,0,0,0,0
"210937","Rodolfo Milesi","male",0,0,1,1,0,0,1,1
"210938","Rodolfo Paoletti","male",2,0,3,5,0,0,1,1
"210939","Rodolfo Odreman","male",0,0,1,1,0,0,0,0
"210940","Rodolfo Ventura","male",1,0,5,6,0,0,0,0
"210941","Rodolfo Denadai Benatti","male",0,0,1,1,0,0,1,1
"210947","Rodolfo Pizarro","male",2,0,3,5,1,0,3,4
"210950","Rodolfo V Rocha","male",1,0,0,1,1,0,0,1
"210951","Rodolfo Battista","male",0,0,1,1,0,0,1,1
"210952","Rodolfo Nasti","male",0,0,2,2,0,0,0,0
"210954","Rodolfo Carrillo-Jimenez","male",1,0,0,1,0,0,0,0
"210964","Rodolphe Fischmeister","male",0,3,2,5,0,2,1,3
"210969","Rodrig Marculescu","unknown",0,0,1,1,0,0,1,1
"210970","Rodrigo H Bagur","male",4,0,9,13,0,0,6,6
"210971","Rodrigo Daminello-Raimundo","male",0,0,1,1,0,0,1,1
"210972","Rodrigo Renda de Escobar","male",0,0,1,1,0,0,1,1
"210973","Rodrigo Fern??ndez-Jim?©nez","male",4,0,7,11,4,0,5,9
"210976","Rodrigo Barillas","male",0,0,1,1,0,0,0,0
"210977","Rodrigo Pale","male",0,0,1,1,0,0,0,0
"210979","Rodrigo Alonso","male",1,0,2,3,1,0,2,3
"210980","Rodrigo Rios","male",0,0,1,1,0,0,1,1
"210981","Rodrigo Castillo","male",0,0,1,1,0,0,1,1
"210987","Rodrigo Arriagada","male",0,0,1,1,0,0,1,1
"210988","Rodrigo Del Rio","male",1,0,0,1,1,0,0,1
"210989","Rodrigo M Lago","male",0,0,1,1,0,0,1,1
"210992","Rodrigo Salgado","male",0,1,2,3,0,1,1,2
"210994","Rodrigo Bellio de Mattos Barretto","male",0,0,1,1,0,0,0,0
"210998","Rodrigo V C Branco","male",0,0,2,2,0,0,0,0
"210999","Rodrigo do Lago","male",0,0,1,1,0,0,1,1
"211000","Rodrigo V Castello-Branco","male",0,0,1,1,0,0,0,0
"211002","Rodrigo Zatara?­n Rivero","male",0,0,1,1,0,0,0,0
"211007","Rodrigo J Cerci","male",0,0,1,1,0,0,1,1
"211008","Rodrigo Estevez-Loureiro","male",0,0,1,1,0,0,1,1
"211016","Rodrigo Carrasco","male",0,0,1,1,0,0,1,1
"211017","Rodrigo Est?©vez-Loureiro","male",1,0,0,1,1,0,0,1
"211019","Roel L H M G Sp?¤tjens","male",0,0,3,3,0,0,0,0
"211020","Roel Vink","male",1,0,0,1,0,0,0,0
"211021","Roel A de Weger","male",0,2,0,2,0,0,0,0
"211022","Roel van der Nagel","male",0,0,2,2,0,0,0,0
"211027","Roela Sadushi-Koli?§i","unknown",0,0,1,1,0,0,0,0
"211028","Roeland Huijgen","male",2,0,4,6,2,0,4,6
"211034","Roelf Valkema","male",0,0,1,1,0,0,0,0
"211035","Roelien A M Meijering","female",0,0,1,1,0,0,1,1
"211036","Roelof A J Smit","male",1,0,0,1,1,0,0,1
"211037","Roelof G A Ettema","male",1,0,0,1,0,0,0,0
"211038","Roelof J Bennink","male",0,0,1,1,0,0,1,1
"211044","Rogelio Zamilpa","male",0,0,1,1,0,0,1,1
"211045","Rogelio V Tangco","male",0,0,2,2,0,0,0,0
"211047","Rogely Boyce","unknown",0,0,1,1,0,0,0,0
"211048","Roger M Mills","male",2,1,8,11,0,0,0,0
"211049","Roger Sabbadini","male",0,0,1,1,0,0,1,1
"211050","Roger S Blumenthal","male",4,8,52,64,0,2,25,27
"211051","Roger A Hurwitz","male",1,1,5,7,0,0,0,0
"211052","Roger A Freedman","male",6,1,14,21,0,0,2,2
"211053","Roger E Breitbart","male",0,0,5,5,0,0,2,2
"211055","Roger B Davis","male",1,1,2,4,0,0,0,0
"211056","Roger J Hajjar","male",3,15,23,41,0,4,9,13
"211057","Roger Franke","male",0,0,1,1,0,0,0,0
"211058","Roger J C Hall","male",0,0,2,2,0,0,0,0
"211060","Roger D Yusen","male",0,0,2,2,0,0,2,2
"211061","Roger J M W Rennenberg","male",0,0,2,2,0,0,1,1
"211063","Roger Jeffs","male",0,1,1,2,0,0,0,0
"211064","Roger J Laham","male",5,1,15,21,0,0,3,3
"211066","Roger J Hall","male",5,17,18,40,0,2,4,6
"211067","Roger M Nitsch","male",0,0,1,1,0,0,1,1
"211072","Roger M Greenhalgh","male",0,0,4,4,0,0,1,1
"211077","Roger R Markwald","male",0,0,2,2,0,0,0,0
"211078","Roger E G Schutgens","male",1,0,1,2,0,0,1,1
"211083","Roger Borras","male",0,0,1,1,0,0,1,1
"211088","Roger Karam","male",0,0,2,2,0,0,0,0
"211090","Roger L Holder","male",0,0,2,2,0,0,0,0
"211092","Roger Corder","male",0,1,3,4,0,0,0,0
"211094","Roger D Des Prez","male",0,0,2,2,0,0,0,0
"211098","Roger A Wagner","male",0,0,3,3,0,0,0,0
"211100","Roger D White","male",1,3,8,12,0,0,1,1
"211101","Roger Boyle","male",1,1,1,3,0,0,1,1
"211102","Roger Wiegand","male",0,0,1,1,0,0,0,0
"211103","Roger A Johns","male",0,1,1,2,0,0,0,0
"211106","Roger G Carrillo","male",0,0,6,6,0,0,4,4
"211107","Roger Shifrin","male",0,0,1,1,0,0,1,1
"211111","Roger D Kamm","male",0,1,5,6,0,0,0,0
"211114","Roger V Ortines","male",0,0,1,1,0,0,0,0
"211116","Roger Tavendale","male",0,0,2,2,0,0,2,2
"211120","Roger J Lewis","male",1,3,1,5,0,0,0,0
"211122","Roger S-Y Foo","male",0,1,0,1,0,1,0,1
"211124","Roger L Click","male",1,0,5,6,0,0,1,1
"211126","Roger S Gammon","male",0,0,3,3,0,0,0,0
"211127","Roger Deaton","male",0,0,1,1,0,0,0,0
"211129","Roger Darioli","male",0,0,1,1,0,0,0,0
"211137","Roger R Taylor","male",0,3,1,4,0,0,0,0
"211138","Roger Hainsworth","male",0,2,0,2,0,0,0,0
"211145","Roger Unger","male",0,0,1,1,0,0,0,0
"211146","Roger Marinchak","male",0,0,1,1,0,0,0,0
"211158","Roger Bumgarner","male",0,0,1,1,0,0,0,0
"211172","Roger S McIntyre","male",0,0,2,2,0,0,1,1
"211186","Roger J F Baskett","male",0,1,0,1,0,0,0,0
"211193","Roger Luccioni","male",0,0,2,2,0,0,0,0
"211196","Roger H Smith","male",0,1,1,2,0,0,0,0
"211197","Roger S Newton","male",0,0,1,1,0,0,0,0
"211202","Roger Hullin","male",0,0,1,1,0,0,0,0
"211215","Roger Fan","male",1,1,1,3,1,1,0,2
"211232","Roger Chang","male",0,0,2,2,0,0,0,0
"211235","Roger Fisher","male",0,0,1,1,0,0,1,1
"211248","Roger Schibli","male",0,0,1,1,0,0,1,1
"211257","Roger Tr?¶sser","male",0,0,1,1,0,0,0,0
"211261","Roger Siegfried","male",0,0,1,1,0,0,0,0
"211266","Roger Kapoor","male",0,0,1,1,0,0,1,1
"211271","Roger B Fillingim","male",0,0,1,1,0,0,0,0
"211278","Roger Luechinger","male",1,0,0,1,0,0,0,0
"211279","Roger Loose","male",0,0,2,2,0,0,0,0
"211283","Roger G Carillo","male",0,0,1,1,0,0,1,1
"211293","Roger Hunziker","male",0,0,1,1,0,0,0,0
"211294","Roger J Colbran","male",0,0,1,1,0,0,0,0
"211308","Roger D Peng","male",0,0,1,1,0,0,0,0
"211311","Roger J Davis","male",0,0,1,1,0,0,0,0
"211312","Roger J Bedimo","male",0,0,1,1,0,0,1,1
"211321","Roger Villuendas","male",0,0,1,1,0,0,1,1
"211357","Roger A Band","male",0,1,0,1,0,1,0,1
"211360","Roger Walcott","male",0,0,1,1,0,0,0,0
"211370","Roger Kaprielian","male",0,0,1,1,0,0,0,0
"211379","Roger Lallone","male",0,0,1,1,0,0,0,0
"211389","Rogerio Souza","male",0,2,1,3,0,0,1,1
"211392","Rogerio Sarmento-Leite","male",0,0,1,1,0,0,0,0
"211393","Rogier M Thurlings","male",0,0,1,1,0,0,1,1
"211394","Rogier A Oldenburg","male",0,0,1,1,0,0,1,1
"211395","Rogier Jaspers","male",0,0,1,1,0,0,0,0
"211396","Rogier Barendse","male",0,0,1,1,0,0,1,1
"211397","Rogier V Immink","male",1,0,0,1,0,0,0,0
"211398","Rogiero Souza","male",0,1,0,1,0,1,0,1
"211399","Roham T Zamanian","male",0,0,2,2,0,0,2,2
"211401","Rohan Ameratunga","male",0,0,1,1,0,0,0,0
"211402","Rohan Jagathesan","male",0,0,2,2,0,0,0,0
"211403","Rohan Khera","male",2,0,0,2,2,0,0,2
"211404","Rohan S Wijesurendra","male",1,0,1,2,1,0,1,2
"211405","Rohan D'Souza","male",1,0,0,1,1,0,0,1
"211407","Rohan Poulter","male",0,0,1,1,0,0,1,1
"211410","Rohin Francis","male",0,0,1,1,0,0,1,1
"211411","Rohina Joshi","unknown",2,0,0,2,0,0,0,0
"211413","Rohini Polavarapu","female",0,0,2,2,0,0,2,2
"211415","Rohit M Oemrawsingh","male",1,0,3,4,1,0,3,4
"211416","Rohit Khurana","male",3,0,0,3,0,0,0,0
"211417","Rohit Singal","male",0,0,1,1,0,0,0,0
"211418","Rohit Moudgil","male",0,0,8,8,0,0,2,2
"211424","Rohit Kedia","male",0,0,1,1,0,0,0,0
"211425","Rohit Sheshgiri","male",1,0,3,4,0,0,0,0
"211426","Rohit Malhotra","male",0,0,1,1,0,0,1,1
"211427","Rohit Garg","male",0,0,1,1,0,0,0,0
"211428","Rohit K Kharbanda","male",0,0,1,1,0,0,1,1
"211429","Rohit Loomba","male",0,0,1,1,0,0,1,1
"211431","Rohit Jain","male",0,0,1,1,0,0,0,0
"211435","Rohit Budhiraja","male",1,0,0,1,0,0,0,0
"211436","Rohit Mehta","male",1,0,0,1,0,0,0,0
"211443","Roido Manavaki","unknown",0,0,1,1,0,0,1,1
"211444","Roisin Doohan","female",0,0,1,1,0,0,1,1
"211445","Roisin Colleran","female",0,0,1,1,0,0,1,1
"211446","Roisin Armstrong","female",0,0,1,1,0,0,0,0
"211447","Rolana Marrash-Chahla","male",0,0,1,1,0,0,0,0
"211448","Roland Klingenberg","male",5,1,8,14,4,1,7,12
"211449","Roland G Asmar","male",2,0,7,9,0,0,0,0
"211450","Roland Derwand","male",0,0,2,2,0,0,0,0
"211451","Roland Richard Tilz","male",2,1,2,5,1,1,0,2
"211452","Roland E Schmieder","male",8,9,12,29,1,2,7,10
"211453","Roland Hetzer","male",1,11,16,28,1,4,2,7
"211455","Roland Wensel","male",1,0,9,10,0,0,1,1
"211457","Roland G Demaria","male",1,0,0,1,0,0,0,0
"211460","Roland L Featherstone","male",0,0,1,1,0,0,1,1
"211462","Roland A Matsouaka","male",0,0,6,6,0,0,6,6
"211463","Roland Devlieger","male",0,1,1,2,0,0,1,1
"211464","Roland Strasheim","male",0,0,1,1,0,0,0,0
"211465","Roland Jahns","male",0,1,5,6,0,0,1,1
"211466","Roland S Chen","male",0,1,3,4,0,0,0,0
"211467","Roland Vetter","male",0,0,3,3,0,0,0,0
"211472","Roland Stocker","male",1,2,0,3,0,0,0,0
"211473","Roland Fries","male",1,0,1,2,0,0,0,0
"211478","Roland Carlsson","male",0,0,2,2,0,0,0,0
"211480","Roland R J van Kimmenade","male",2,1,7,10,0,1,4,5
"211485","Roland Y Kassab","male",0,1,1,2,0,1,0,1
"211491","Roland Schmidt","male",1,0,2,3,0,0,0,0
"211494","Roland R Brandt","male",3,0,8,11,0,0,0,0
"211498","Roland Haubner","male",0,0,3,3,0,0,0,0
"211504","Roland Bingisser","male",0,0,2,2,0,0,0,0
"211507","Roland Bonello","male",0,0,1,1,0,0,1,1
"211521","Roland von K?¤nel","male",0,0,2,2,0,0,1,1
"211525","Roland Kitzing","male",0,0,1,1,0,0,0,0
"211536","Roland Veltkamp","male",0,0,2,2,0,0,2,2
"211537","Roland Prondzinsky","male",0,0,1,1,0,0,0,0
"211546","Roland Schuler","male",0,0,1,1,0,0,0,0
"211550","Roland Moll","male",0,0,2,2,0,0,0,0
"211554","Roland Scholz","male",0,0,1,1,0,0,0,0
"211555","Roland Willenbrock","male",0,0,2,2,0,0,0,0
"211560","Roland B Walter","male",0,0,1,1,0,0,0,0
"211562","Roland Guttenberger","male",0,0,1,1,0,0,0,0
"211569","Roland Gander","male",0,0,1,1,0,0,0,0
"211574","Roland Goldbrunner","male",0,0,1,1,0,0,0,0
"211576","Roland D Thijs","male",0,0,1,1,0,0,1,1
"211581","Roland Veelken","male",0,0,1,1,0,0,1,1
"211584","Roland R van Kimmenade","male",1,0,0,1,0,0,0,0
"211586","Roland Macharzina","male",0,0,2,2,0,0,2,2
"211590","Roland Fenk","male",0,0,1,1,0,0,1,1
"211600","Roland N'Guetta","male",0,0,2,2,0,0,1,1
"211603","Roland Weber","male",0,1,0,1,0,1,0,1
"211607","Roland Schistek","male",0,0,1,1,0,0,1,1
"211610","Roland Emokpae","male",0,0,1,1,0,0,0,0
"211624","Roland H?©naine","male",0,0,1,1,0,0,0,0
"211625","Roland L??tolf","male",0,0,1,1,0,0,0,0
"211631","Roland Blumer","male",0,0,1,1,0,0,0,0
"211633","Roland M Schaefer","male",0,1,0,1,0,0,0,0
"211639","Rolando E Rumbaut","male",0,0,2,2,0,0,2,2
"211640","Rolando Marini","male",0,0,1,1,0,0,0,0
"211641","Rolando L deGoma","male",0,0,1,1,0,0,0,0
"211643","Roldano Scognamiglio","male",3,0,0,3,0,0,0,0
"211646","Rolf Gebker","male",1,2,5,8,0,2,2,4
"211647","Rolf Jenni","male",1,2,7,10,0,1,1,2
"211648","Rolf W G??nther","male",0,6,6,12,0,0,0,0
"211649","Rolf O Nordlander","male",1,2,19,22,0,0,0,0
"211650","Rolf V Andersen","male",1,0,0,1,0,0,0,0
"211651","Rolf Wachter","male",2,0,3,5,0,0,3,3
"211652","Rolf P Kreutz","male",2,1,3,6,0,0,0,0
"211655","Rolf Wyttenbach","male",1,1,3,5,0,1,1,2
"211657","Rolf W Gunther","male",0,0,2,2,0,0,0,0
"211658","Rolf M F Berger","male",1,4,15,20,0,4,4,8
"211661","Rolf Vogel","male",2,2,11,15,0,2,3,5
"211663","Rolf P Engelberger","male",4,0,1,5,4,0,1,5
"211664","Rolf-Edgar Silber","male",0,0,3,3,0,0,1,1
"211671","Rolf-Peter Spielmann","male",0,1,8,9,0,0,0,0
"211674","Rolf-Peter Kienzle","male",0,0,5,5,0,0,2,2
"211677","Rolf H H Groenwold","male",0,0,1,1,0,0,1,1
"211679","Rolf Alexander J??nosi","male",0,0,1,1,0,0,0,0
"211680","Rolf Holle","male",0,1,0,1,0,0,0,0
"211682","Rolf Janka","male",0,0,2,2,0,0,1,1
"211687","Rolf Symons","male",1,0,0,1,1,0,0,1
"211693","Rolf Engberding","male",0,0,1,1,0,0,0,0
"211695","Rolf Salcher","male",0,0,2,2,0,0,0,0
"211698","Rolf Edgar Silber","male",0,0,3,3,0,0,0,0
"211699","Rolf Schr?¶der","male",1,1,2,4,0,0,0,0
"211704","Rolf Michael Klein","male",0,0,2,2,0,0,1,1
"211720","Rolf Bremer","male",0,0,1,1,0,0,1,1
"211729","Rolf Lefering","male",0,0,1,1,0,0,1,1
"211733","Rolf Steffensen","male",0,0,5,5,0,0,0,0
"211744","Rolf Koehler","male",0,0,2,2,0,0,0,0
"211745","Rolf Fimmers","male",0,0,1,1,0,0,0,0
"211752","Rolf Schubert","male",0,0,2,2,0,0,1,1
"211753","Rolf H Raaijmakers","male",0,0,2,2,0,0,1,1
"211759","Rolf W Grunewald","male",0,0,1,1,0,0,0,0
"211762","Rolf Michels","male",0,0,1,1,0,0,0,0
"211782","Rolf M N??sing","male",0,0,1,1,0,0,1,1
"211787","Rolf Svedjeholm","male",0,0,1,1,0,0,1,1
"211810","Rolf Bodmer","male",0,0,1,1,0,0,0,0
"211812","Rolfdieter Krause","unknown",0,0,1,1,0,0,0,0
"211813","Rolland Rossi","male",0,0,1,1,0,0,0,0
